code,name,county,city,full_address,long,lat,district,name_y,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
130323,Mount Pleasant Middle,Cabarrus,Mount Pleasant,"466 Walker Road, Mount Pleasant, NC 28124",-80.4811436,35.4105838,Cabarrus County Schools,Mount Pleasant Middle,34,B,67.3,2
340454,Mount Tabor High School,Forsyth,Winston Salem,"342 Petree Road, Winston Salem, NC 27106",-80.314093,36.126799,Forsyth County Schools,Mount Tabor High School,45.2,B,51.5,3
920508,Mount Vernon,Wake,Raleigh,"5418 Chapel Hill Rd, Raleigh, NC 27607",-78.7191486,35.7905951,aanomatch,aanomatch,,,,
87A000,Mountain Discovery,Swain,Bryson City,"890 Jenkins Branch Rd N, Bryson City, NC 28713",-83.4534888,35.4061043,Charter Schools,Mountain Discovery,18.4,B,71.6,2
995330,Mountain Heritage High,Yancey,Burnsville,"333 Mtn Heritage HS Road, Burnsville, NC 28714",-82.3332443,35.9085435,Yancey County Schools,Mountain Heritage High,43.1,B,61.1,2
36C000,Mountain Island Charter School,Gaston,Mt. Holly,"13440 Lucia-Riverbend Highway, Mt. Holly, NC 28120",-80.9893728,35.3589899,Charter Schools,Mountain Island Charter School,15,B,77,2
61X000,Mountain Island Day Community Charter,Mecklenburg,Charlotte,"1209 Little Rock Rd, Charlotte, NC 28214",aaUnknown,aaUnknown,Charter Schools,Mountain Island Day Community Charter,9.2,C,53.4,3
600462,Mountain Island Lake Academy,Mecklenburg,Charlotte,"7905 Pleasant Grove Rd, Charlotte, NC 28216",-80.9284637,35.3080846,Charlotte-Mecklenburg Schools,Mountain Island Lake Academy,37.4,C,53.9,3
860332,Mountain Park Elementary,Surry,State Road,"505 Mountain Park Rd, State Road, NC 28676",-80.851987,36.373437,Surry County Schools,Mountain Park Elementary,74.7,B,67.8,2
120354,Mountain View Elementary,Burke,aaUnknown,aaUnknown,aaUnknown,aaUnknown,Burke County Schools,Mountain View Elementary,82.6,D,44.4,3
970348,"Mountain View Elementary, Hays",Wilkes,Hays,"5464 Mountain View Rd, Hays, NC 28635",-81.1160644,36.2486906,Wilkes County Schools,Mountain View Elementary School,40.7,C,52.2,3
180356,"Mountain View Elementary, Hickory",Catawba,Hickory,"5911 Dwayne Starnes Road, Hickory, NC 28602",-81.3853928,35.6626343,Catawba County Schools,Mountain View Elementary,38.9,B,76.4,2
50330,"Mountain View Elementary, Jefferson",Ashe,Jefferson,"2789 Hwy 221 N, Jefferson, NC 28640",-81.443943,36.433898,Ashe County Schools,Mountain View Elementary,63.4,B,69.9,2
560331,Mountain View Intermediate,Macon,Franklin,"161 Clarks Chapel Road, Franklin, NC 28734",-83.3609692,35.1630326,Macon County Schools,Mountain View Intermediate,62,C,58.5,3
61T000,Movement Charter School,Mecklenburg,Charlotte,"2701-B Freedom Dr, Charlotte, NC 28208",-80.8854548,35.2364565,Charter Schools,Movement Charter School,76.8,D,48.2,3
270316,Moyock Elementary,Currituck,Moyock,"255 Tulls Creek Road, Moyock, NC 27958",-76.1736643,36.5245198,Currituck County Schools,Moyock Elementary,17.8,B,68.7,2
270318,Moyock Middle,Currituck,Moyock,"216 Survey Road, Moyock, NC 27958",-76.156626,36.501651,Currituck County Schools,Moyock Middle,26.5,B,62.2,2
800372,Mt Ulla Elementary,Rowan,Mount Ulla,"13155 NC 801 Hwy, Mount Ulla, NC 28125",-80.7164635,35.6653106,Rowan-Salisbury Schools,Mt Ulla Elementary,51.6,C,63.9,2
810364,Mt. Vernon-Ruth Elementary School,Rutherford,Forest City,"2785 Hudlow Road, Forest City, NC 28043",-81.912436,35.410773,Rutherford County Schools,Mt. Vernon-Ruth Elementary School,40.9,B,66.5,2
970352,Mulberry Elementary,Wilkes,North Wilkesboro,"190 Mulberry School Rd, North Wilkesboro, NC 28659",-81.1789055,36.2364154,Wilkes County Schools,Mulberry Elementary School,48.2,B,67,2
120360,Mull Elementary,Burke,Morganton,"1140 Old NC 18 South, Morganton, NC 28655",-81.660527,35.704844,Burke County Schools,Mull Elementary,60.4,C,54.3,3
410478,Murphey Traditional Academy,Guilford,Greensboro,"2306 Ontario Street, Greensboro, NC 27403",-79.8297537,36.0465966,Guilford County Schools,Murphey Traditional Academy,70.5,D,34.1,4
200324,Murphy Elementary,Cherokee,Murphy,"315 Valley River Avenue, Murphy, NC 28906",-84.030049,35.090023,Cherokee County Schools,Murphy Elementary,35.9,B,63.1,2
200328,Murphy High,Cherokee,Murphy,"234 High School Circle, Murphy, NC 28906",-84.01636,35.100358,Cherokee County Schools,Murphy High,47.6,C,50.8,3
200330,Murphy Middle,Cherokee,Murphy,"65 Middle School Drive, Murphy, NC 28906",-84.014847,35.10072,Cherokee County Schools,Murphy Middle,47.7,B,64.4,2
650348,Murrayville Elementary,New Hanover,Wilmington,"225 Mabee Way, Wilmington, NC 28411",-77.8510147,34.298352,New Hanover County Schools,Murrayville Elementary,61.9,B,69.3,2
600466,Myers Park High,Mecklenburg,Charlotte,"2400 Colony Rd, Charlotte, NC 28209",-80.833111,35.17166,Charlotte-Mecklenburg Schools,Myers Park High,23.6,B,73.6,2
600464,Myers Park Traditional,Mecklenburg,Charlotte,"2132 Radcliffe Ave, Charlotte, NC 28207",-80.834373,35.1903132,Charlotte-Mecklenburg Schools,Myers Park Traditional,43.9,B,73.9,2
650351,Myrtle Grove Middle,New Hanover,Wilmington,"901 Piner Rd, Wilmington, NC 28409",-77.8840061,34.1373085,New Hanover County Schools,Myrtle Grove Middle,49.8,C,65.8,2
490345,N B Mills Elementary,Iredell,Statesville,"1410 Pearl St, Statesville, NC 28677",-80.9112357,35.7881576,Iredell-Statesville Schools,N B Mills Elementary,87.9,F,28.2,4
170338,N L Dillard Middle,Caswell,Yanceyville,"255 Hatchett Road, Yanceyville, NC 27379",-79.3654755,36.4131177,Caswell County Schools,N L Dillard Middle,66,D,36.6,4
280310,Nags Head Elementary School,Dare,Nags Head,"3100 S Wrightsville Avenue, Nags Head, NC 27959",-75.6386799,35.976068,Dare County Schools,Nags Head Elementary School,42.2,B,75.7,2
240368,Nakina Middle,Columbus,Nakina,"9822 Seven Creeks Hwy, Nakina, NC 28455",-78.655266,34.108018,Columbus County Schools,Nakina Middle,65.8,C,66.6,2
850328,Nancy Reynolds Elementary,Stokes,Westfield,"1585 NC 66 Hwy North, Westfield, NC 27053",-80.3445417,36.4370304,Stokes County Schools,Nancy Reynolds Elementary,61.4,B,73.7,2
560332,Nantahala School,Macon,Topton,"213 Windingstairs Rd, Topton, NC 28781",-83.6345508,35.2535879,Macon County Schools,Nantahala School,53.9,C,67.1,2
640346,Nash Central High,Nash,Rocky Mount,"4279 Nash Central High Road, Rocky Mount, NC 27804",-77.8959201,35.9553937,Nash-Rocky Mount Schools,Nash Central High,55.7,D,31.2,4
640320,Nash Central Middle,Nash,Nashville,"1638 South First Street, Nashville, NC 27856",-77.9568216,35.9564748,Nash-Rocky Mount Schools,Nash Central Middle,55.9,D,44.6,3
640LEA,Nash-Rocky Mount Schools,Nash,Nashville,"930 Eastern Avenue, Nashville, NC 27856",-77.9478527,35.9705293,aanomatch,aanomatch,,,,
640348,Nashville Elementary,Nash,Nashville,"209 East Virginia Avenue, Nashville, NC 27856",-77.9648942,35.9709584,Nash-Rocky Mount Schools,Nashville Elementary,57,C,55.7,3
410481,Nathanael Greene Elementary,Guilford,Liberty,"2717 NC Highway 62 East, Liberty, NC 27298",-79.6067803,35.9460204,Guilford County Schools,Nathanael Greene Elementary,42,C,51.5,3
600468,Nathaniel Alexander Elementary,Mecklenburg,Charlotte,"7910 Neal Rd, Charlotte, NC 28262",-80.7746749,35.2989247,Charlotte-Mecklenburg Schools,Governors Village STEM Academy (Lower),41.7,C,58.5,3
600471,Nations Ford Elementary,Mecklenburg,Charlotte,"7050 Nations Ford Rd, Charlotte, NC 28217",-80.9062559,35.1561534,Charlotte-Mecklenburg Schools,Nations Ford Elementary,46.2,D,43.9,3
34H000,NC Leadership Charter Academy,Forsyth,Kernersville,"4353 High Point Rd, Kernersville, NC 27284",-80.1112753,36.046257,Charter Schools,NC Leadership Charter Academy,<5,B,83.1,1
320355,Neal Middle,Durham,Durham,"201 Baptist Road, Durham, NC 27704",-78.78184,35.9779327,Durham Public Schools,Neal Middle,76.2,D,35.9,4
590332,Nebo Elementary,McDowell,Nebo,"254 Nebo School Road, Nebo, NC 28761",-81.9290138,35.7148183,McDowell County Schools,Nebo Elementary School,66.7,C,57.5,3
920348,Needham Broughton High,Wake,Raleigh,"723 Saint Mary's St, Raleigh, NC 27605",-78.652361,35.790018,Wake County Schools,Needham Broughton High,26.8,C,52.7,3
110500,Nesbitt Discovery Academy,Buncombe,Asheville,"175 Bingham Rd Ste 10, Asheville, NC 28806",-82.5839146,35.6068121,Buncombe County Schools,Nesbitt Discovery Academy,22,A,>95,1
51A000,Neuse Charter School,Johnston,Smithfield,"909 Booker Dairy Rd, Smithfield, NC 27577",-78.3212911,35.5338705,Charter Schools,Neuse Charter School,19.7,C,68.4,2
250356,New Bern High,Craven,New Bern,"4200 Academic Drive, New Bern, NC 28562",-77.1156166,35.1004056,Craven County Schools,New Bern High,51.1,C,55.1,3
670331,New Bridge Middle,Onslow,Jacksonville,"401 New Bridge Street, Jacksonville, NC 28540",-77.426257,34.751447,Onslow County Schools,New Bridge Middle,43.8,B,69.2,2
260403,New Century International Elementary,Cumberland,Fayetteville,"7465 Century Circle, Fayetteville, NC 28306",-79.0436118,35.0120519,Cumberland County Schools,New Century International Elementary,51.6,B,67.1,2
260417,New Century International Middle,Cumberland,Fayetteville,"7455 Century Circle, Fayetteville, NC 28306",-79.0391682,35.0106519,Cumberland County Schools,New Century International Middle,54.9,B,63.1,2
630331,New Century Middle,Moore,Cameron,"1577 Union Church Road, Cameron, NC 28326",-79.3554441,35.3245088,Moore County Schools,New Century Middle,32.6,C,64.3,2
12A000,New Dimensions,Burke,Morganton,"550 Lenoir Road, Morganton, NC 28655",-81.6875629,35.7724786,Charter Schools,New Dimensions,20,B,68.3,2
650LEA,New Hanover County Schools,New Hanover,Wilmington,"6410 Carolina Beach Road, Wilmington, NC 28412",-77.9005415,34.1058492,aanomatch,aanomatch,,,,
650352,New Hanover High,New Hanover,Wilmington,"1307 Market St, Wilmington, NC 28401",-77.9323226,34.2373594,New Hanover County Schools,New Hanover High,54.6,C,46.9,3
680330,"New Hope Elementary, Chapel Hill",Orange,Chapel Hill,"1900 New Hope Church Rd, Chapel Hill, NC 27514",-79.075856,36.019651,Orange County Schools,New Hope Elementary,61.5,C,47.6,3
360464,"New Hope Elementary, Gastonia",Gaston,Gastonia,"137 Stowe Road, Gastonia, NC 28056",-81.083196,35.209822,Gaston County Schools,New Hope Elementary,27.3,B,72,2
910340,"New Hope Elementary, Henderson",Vance,Henderson,"10199 NC 39 Hwy N, Henderson, NC 27537",-78.442096,36.4643118,Vance County Schools,New Hope Elementary,75.1,D,47.3,3
980360,"New Hope Elementary, Wilson",Wilson,Wilson,"4826 Packhouse Rd, Wilson, NC 27896",-77.9518241,35.7823933,Wilson County Schools,New Hope Elementary,20.4,A,80.8,1
760336,New Market Elementary,Randolph,Sophia,"6096 US Hwy 311, Sophia, NC 27350",-79.865819,35.832616,Randolph County Schools,New Market Elementary,55.7,C,55.3,3
900340,New Salem Elementary,Union,Marshville,"6106 Hwy 205, Marshville, NC 28103",-80.3706497,35.1294972,Union County Public Schools,New Salem Elementary,31.5,B,72.8,2
900305,New Town Elementary,Union,Waxhaw,"1100 Waxhaw-Indian Tr. Rd., Waxhaw, NC 28173",-80.7055882,34.9782465,Union County Public Schools,New Town Elementary,<5,A,89.2,1
790362,New Vision Sch.of Math/Sci/Tec,Rockingham,Madison,"705 NW Ayersville Rd, Madison, NC 27025",-79.9758243,36.4021637,Rockingham County Schools,John W Dillard Academy,55.2,C,60,2
600474,Newell Elementary,Mecklenburg,Charlotte,"325 Rocky River Road, West, Charlotte, NC 28213",-80.7535508,35.2867519,Charlotte-Mecklenburg Schools,Newell Elementary,53.5,D,45.2,3
60328,Newland Elementary,Avery,Newland,"750 Linville Street, Newland, NC 28657",-81.9267812,36.0851342,Avery County Schools,Newland Elementary,73,C,56.7,3
160324,Newport Elementary,Carteret,Newport,"219 Chatham Street, Newport, NC 28570",-76.861207,34.791355,Carteret County Public Schools,Newport Elementary,72.7,C,60.8,2
160326,Newport Middle,Carteret,Newport,"500 E Chatham Street, Newport, NC 28570",-76.8617362,34.7736905,Carteret County Public Schools,Newport Middle,64.5,B,73.9,2
182LEA,Newton Conover City Schools,Catawba,Newton,"605 North Ashe Avenue, Newton, NC 28658",-81.2225742,35.668359,aanomatch,aanomatch,,,,
182316,Newton-Conover High,Catawba,Newton,"338 W 15th Street, Newton, NC 28658",-81.225474,35.679071,Newton Conover City Schools,Newton-Conover High,53.7,B,53.1,3
182321,Newton-Conover Middle,Catawba,Conover,"873 Northern Dr NW, Conover, NC 28613",-81.225744,35.730874,Newton Conover City Schools,Newton-Conover Middle,59.2,C,56,3
491305,NF Woods Campus,Iredell,Mooresville,"574 W McLelland Ave, Mooresville, NC 28115",-80.8232731,35.5862405,aanomatch,aanomatch,,,,
761336,North Asheboro Middle,Randolph,Asheboro,"1861 N Asheboro School Rd, Asheboro, NC 27203",-79.822296,35.744645,Asheboro City Schools,North Asheboro Middle,88.5,C,46.5,3
360468,North Belmont Elementary,Gaston,Belmont,"210 School Street, Belmont, NC 28012",-81.0503492,35.2727225,Gaston County Schools,North Belmont Elementary,42.8,C,50.3,3
550342,North Brook Elementary,Lincoln,Vale,"642 Hwy 274, Vale, NC 28168",-81.4529566,35.4950086,Lincoln County Schools,North Brook Elementary,66.8,C,60.1,2
100326,North Brunswick High,Brunswick,Leland,"114 Scorpion Drive, Leland, NC 28451",-78.023383,34.240696,Brunswick County Schools,North Brunswick High,62.9,B,57.5,3
110379,North Buncombe Elementary,Buncombe,Weaverville,"251 Flat Creek Church Rd, Weaverville, NC 28787",-82.5685725,35.7460269,Buncombe County Schools,North Buncombe Elementary,48.6,C,64.2,2
110380,North Buncombe High,Buncombe,Weaverville,"890 Clarks Chapel Road, Weaverville, NC 28787",-82.557616,35.739801,Buncombe County Schools,North Buncombe High,37.9,B,62.2,2
110381,North Buncombe Middle,Buncombe,Weaverville,"51 N Buncombe School Road, Weaverville, NC 28787",-82.557697,35.716091,Buncombe County Schools,North Buncombe Middle,46.6,B,68.6,2
440368,North Canton Elementary,Haywood,Canton,"60 Thompson St, Canton, NC 28716",-82.83402,35.54634,Haywood County Schools,North Canton Elementary,48.9,C,65.3,2
190341,North Chatham Elementary,Chatham,Chapel Hill,"3380 Lystra Road, Chapel Hill, NC 27517",-79.037235,35.821518,Chatham County Schools,North Chatham Elementary,34.5,B,65.1,2
590336,North Cove Elementary,McDowell,Marion,"401 American Thread Road, Marion, NC 28752",-82.0338885,35.7890234,McDowell County Schools,North Cove Elementary School,59.9,C,62,2
290348,North Davidson High,Davidson,Lexington,"7227 Old US Hwy 52, Lexington, NC 27295",-80.2489835,35.9248677,Davidson County Schools,North Davidson High,25.2,B,64.4,2
290350,North Davidson Middle,Davidson,Lexington,"333 Critcher Drive, Lexington, NC 27295",-80.2456362,35.9266698,Davidson County Schools,North Davidson Middle,37.1,B,68.9,2
300325,North Davie Middle,Davie,Mocksville,"497 Farmington Road, Mocksville, NC 27028",-80.535351,35.966914,Davie County Schools,North Davie Middle,37.6,B,72.7,2
960390,North Drive Elementary,Wayne,Goldsboro,"1108 North Drive, Goldsboro, NC 27530",-77.9630693,35.387251,aanomatch,aanomatch,,,,
310360,North Duplin Elementary,Duplin,Mt. Olive,"157 North Duplin School Road, Mt. Olive, NC 28365",-78.083111,35.136462,Duplin County Schools,North Duplin Elementary,64.8,C,56.3,3
310364,North Duplin Jr Sr High,Duplin,Mt. Olive,"1388 West NC 403 Highway, Mt. Olive, NC 28365",-78.0851689,35.133196,Duplin County Schools,North Duplin Jr Sr High,54.4,B,61.6,2
33A000,North East Carolina Prep,Edgecombe,Tarboro,"274 Husky Trail, Tarboro, NC 27886",-77.5805893,35.8918605,Charter Schools,North East Carolina Prep,61.2,C,45.5,3
330328,North Edgecombe High,Edgecombe,Tarboro,"7589 NC 33-NW, Tarboro, NC 27886",-77.5835479,35.989652,Edgecombe County Public School,North Edgecombe High,55.5,C,33.6,4
230357,"North Elementary, Kings Mountain",Cleveland,Kings Mountain,"900 N Ramseur Street, Kings Mountain, NC 28086",-81.3410462,35.2547664,Cleveland County Schools,North Elementary,65.5,C,52.2,3
170334,"North Elementary, Providence",Caswell,Providence,"10390 NC Hwy 86 N, Providence, NC 27315",-79.396737,36.529202,Caswell County Schools,North Elementary,57.4,C,64.3,2
730334,"North Elementary, Roxboro",Person,Roxboro,"260 Henderson Rd, Roxboro, NC 27573",-78.9662297,36.4070011,Person County Schools,North Elementary,83,D,36.8,4
730340,North End Elementary,Person,Roxboro,"378 Mill Creek Rd, Roxboro, NC 27574",-78.9054546,36.4388739,Person County Schools,North End Elementary,57.6,C,55.3,3
920514,North Forest Pines Elementary,Wake,Raleigh,"11501 Forest Pines Drive, Raleigh, NC 27614",-78.5471954,35.9536789,Wake County Schools,North Forest Pines Elementary,26.7,B,71.3,2
340460,North Forsyth High,Forsyth,Winston Salem,"5705 Shattalon Drive, Winston Salem, NC 27105",-80.2813366,36.174504,Forsyth County Schools,North Forsyth High,44.7,D,27.3,4
920512,North Garner Middle,Wake,Garner,"720 Powell Dr, Garner, NC 27529",-78.6119933,35.7156932,Wake County Schools,North Garner Middle,50.8,C,54.7,3
360470,North Gaston High,Gaston,Dallas,"1133 Ratchford Road, Dallas, NC 28034",-81.1774991,35.334336,Gaston County Schools,North Gaston High,49.5,C,48.1,3
10364,North Graham Elementary,Alamance,Graham,"1025 Trollinger Road, Graham, NC 27253",-79.3777934,36.0763205,Alamance-Burlington Schools,North Graham Elementary,63.2,D,42.3,3
430368,North Harnett Primary,Harnett,Angier,"282 N Harnett School Rd, Angier, NC 27501",-78.779675,35.4779323,aanomatch,aanomatch,,,,
450341,North Henderson High,Henderson,Hendersonville,"35 Fruitland Road, Hendersonville, NC 28792",-82.4227954,35.3603525,Henderson County Schools,North Henderson High,53.7,B,68.5,2
340462,North Hills Elementary,Forsyth,Winston-Salem,"340 Alspaugh Drive, Winston-Salem, NC 27105",-80.2525004,36.149384,Forsyth County Schools,North Hills Elementary,79.7,D,32.9,4
490346,North Iredell High,Iredell,Olin,"156 Raider Road, Olin, NC 28660",-80.8684276,35.9298162,Iredell-Statesville Schools,North Iredell High,41.2,C,32.9,4
490349,North Iredell Middle,Iredell,Olin,"2467 Jennings Rd, Olin, NC 28660",-80.877027,35.967734,Iredell-Statesville Schools,North Iredell Middle,45.6,C,59.9,3
510368,North Johnston High,Johnston,Kenly,"5915 US Hwy 301 N, Kenly, NC 27542",-78.1839837,35.5730057,Johnston County Schools,North Johnston High,49.9,C,38.1,4
510344,North Johnston Middle,Johnston,Micro,"435 Oil Company Road, Micro, NC 27555",-78.2090722,35.5637019,Johnston County Schools,North Johnston Middle,61.1,F,31.8,4
830336,North Laurinburg Elementary,Scotland,Laurinburg,"831 N Gill St, Laurinburg, NC 28352",-79.455496,34.788669,aanomatch,aanomatch,,,,
540324,North Lenoir High,Lenoir,La Grange,"2400 Institute Road, La Grange, NC 28551",-77.678258,35.341328,Lenoir County Public Schools,North Lenoir High,60.7,C,36.3,4
120352,North Liberty,Burke,Morganton,"523 Enola Road, Morganton, NC 28655",-81.6716409,35.7096415,aanomatch,aanomatch,,,,
550344,North Lincoln High,Lincoln,Lincolnton,"2737 Lee Lawing Road, Lincolnton, NC 28092",-81.1197799,35.5334686,Lincoln County Schools,North Lincoln High,18.6,B,74.9,2
550350,North Lincoln Middle,Lincoln,Denver,"1503 Amity Church Road, Denver, NC 28037",-81.1203833,35.5117033,Lincoln County Schools,North Lincoln Middle,27.1,B,74.3,2
600480,North Mecklenburg High,Mecklenburg,Huntersville,"11201 Old Statesville Rd, Huntersville, NC 28078",-80.833625,35.372836,Charlotte-Mecklenburg Schools,North Mecklenburg High,51.3,B,59.5,3
630332,North Moore High,Moore,Robbins,"1504 North Moore Rd, Robbins, NC 27325",-79.553745,35.467586,Moore County Schools,North Moore High,56.7,B,59.1,3
182328,North Newton Elementary,Catawba,Newton,"221 West 26th St, Newton, NC 28658",-81.221793,35.688814,Newton Conover City Schools,North Newton Elementary,73.6,D,43.3,3
740374,North Pitt High,Pitt,Bethel,"5659 NC 11 North, Bethel, NC 27812",-77.3636,35.747459,Pitt County Schools,North Pitt High,61.3,C,43.3,3
920516,North Ridge Elementary,Wake,Raleigh,"7120 Harps Mill Rd, Raleigh, NC 27615",-78.622663,35.881224,Wake County Schools,North Ridge Elementary,41.7,C,62.3,2
800373,North Rowan Elementary,Rowan,Spencer,"600 Charles St, Spencer, NC 28159",-80.4283056,35.7025707,Rowan-Salisbury Schools,North Rowan Elementary,46.1,F,24.4,4
800376,North Rowan High,Rowan,Spencer,"300 North Whitehead Ave, Spencer, NC 28159",-80.4294357,35.6973332,Rowan-Salisbury Schools,North Rowan High,69.8,D,20.6,4
800377,North Rowan Middle,Rowan,Spencer,"512 Charles St, Spencer, NC 28159",-80.4261323,35.7016359,Rowan-Salisbury Schools,North Rowan Middle,53.2,F,23.3,4
230359,North Shelby,Cleveland,Shelby,"1205 Northside Drive, Shelby, NC 28150",-81.5339319,35.310445,aanomatch,aanomatch,,,,
840332,North Stanly High,Stanly,New London,"40206 US Hwy 52 N, New London, NC 28127",-80.2128465,35.4258243,Stanly County Schools,North Stanly High,38.2,B,55.8,3
840328,North Stanly Middle,Stanly,New London,"36605 Old Salisbury Rd, New London, NC 28127",-80.2332913,35.4115232,Stanly County Schools,North Stanly Middle,51.4,C,53.5,3
850332,North Stokes High,Stokes,Danbury,"1350 N Stokes Sch Rd, Danbury, NC 27016",-80.28031,36.464439,Stokes County Schools,North Stokes High,45.2,B,60.5,2
860336,North Surry High,Surry,Mount Airy,"2440 W Pine Street, Mount Airy, NC 27030",-80.673766,36.504944,Surry County Schools,North Surry High,51.8,C,52.7,3
710323,North Topsail Elementary,Pender,Hampstead,"1310 Sloop Point Loop Road, Hampstead, NC 28443",-77.6361614,34.3993933,Pender County Schools,North Topsail Elementary,34.9,B,76.1,2
920518,North Wake College and Career Academy,Wake,Wake Forest,"931 Durham Rd, Wake Forest, NC 27587",-78.540946,35.9761499,Wake County Schools,North Wake College and Career Academy,35.3,B,77.1,2
241312,North Whiteville Academy,Columbus,Whiteville,"310 S Martin Luther King Jr Ave, Whiteville, NC 28472",-78.7097374,34.3269383,aanomatch,aanomatch,,,,
970356,North Wilkes High,Wilkes,Hays,"2986 Traphill Rd, Hays, NC 28635",-81.0983591,36.2824651,Wilkes County Schools,North Wilkes High School,46.6,B,58.9,3
970358,North Wilkes Middle,Wilkes,North Wilkesboro,"2776 Yellow Banks Road, North Wilkesboro, NC 28659",-81.1498353,36.2631367,Wilkes County Schools,North Wilkes Middle School,38,C,50.8,3
970360,North Wilkesboro Elementary,Wilkes,North Wilkesboro,"200 Flint Hill Rd, North Wilkesboro, NC 28659",-81.140448,36.178693,Wilkes County Schools,North Wilkesboro Elementary School,59.8,C,59,3
110382,North Windy Ridge Intermediate,Buncombe,Weaverville,"20 Doan Road, Weaverville, NC 28787",-82.5518075,35.726038,Buncombe County Schools,North Windy Ridge Intermediate,47.8,B,72.8,2
660336,Northampton County High School,Northampton,Gaston,"152 Hurricane Drive, Gaston, NC 27832",-77.652447,36.5108559,Northampton County Schools,Northampton County High School,63.8,D,7,5
660LEA,Northampton County Schools,Northampton,Jackson,"701 N Church St, Jackson, NC 27845",-77.425801,36.395798,aanomatch,aanomatch,,,,
660400,Northampton Early College,Northampton,Gaston,"4671 NC 46 HWY West, Gaston, NC 27832",-77.6653674,36.5055166,Northampton County Schools,Northampton Early College,33.1,B,64.8,2
70A000,Northeast Academy of Aerospace & AdvTech,Pasquotank,Elizabeth City,"ECSU ITC Bldg, 1810 Weeksvile Rd, Elizabeth City, NC 27909",-76.2139598,36.281065,Charter Schools,Northeast Academy of Aerospace & AdvTech,13.7,C,62.6,2
540325,"Northeast Elementary, Kinston",Lenoir,Kinston,"1002 E Highland Ave, Kinston, NC 28501",-77.5621283,35.2813382,Lenoir County Public Schools,Northeast Elementary,93.7,D,31.5,4
960450,"Northeast Elementary, Pikeville",Wayne,Pikeville,"4665 NC Hwy 111 N, Pikeville, NC 27863",-77.905073,35.487877,Wayne County Public Schools,Northeast Elementary,50.7,C,67.1,2
70329,"Northeast Elementary, Pinetown",Beaufort,Pinetown,"21000 US Hwy 264 East, Pinetown, NC 27865",-76.7093004,35.5382576,Beaufort County Schools,Northeast Elementary,56.6,C,49.7,3
410484,Northeast Guilford High,Guilford,McLeansville,"6700 McLeansville Road, McLeansville, NC 27301",-79.6734524,36.1586072,Guilford County Schools,Northeast Guilford High,74.3,C,37.7,4
410487,Northeast Guilford Middle,Guilford,McLeansville,"6720 McLeansville Road, McLeansville, NC 27301",-79.6751128,36.1613338,Guilford County Schools,Northeast Guilford Middle,55,D,41.1,3
600479,Northeast Middle,Mecklenburg,Charlotte,"5960 Brickstone Dr, Charlotte, NC 28227",-80.691912,35.198088,Charlotte-Mecklenburg Schools,Northeast Middle,38.9,C,50.5,3
94Z000,Northeast Regional School - Biotech/Agri,Washington,Jamesville,"1215 Saint Andrews St, Jamesville, NC 27846",-76.8979037,35.8095455,Regional Schools,Northeast Regional School - Biotech/Agri,25,B,81.3,1
700317,Northeastern High,Pasquotank,Elizabeth City,"963 Oak Stump Rd, Elizabeth City, NC 27909",-76.2567873,36.2860483,Pasquotank County Schools,Northeastern High,53.9,C,34,4
760338,Northeastern Randolph Middle,Randolph,Liberty,"3493 Ramseur Julian Road, Liberty, NC 27298",-79.6461755,35.8231744,Randolph County Schools,Northeastern Randolph Middle,50.3,C,54.8,3
390334,Northern Granville Middle,Granville,Oxford,"3144 Webb School Rd, Oxford, NC 27565",-78.6052655,36.3435764,Granville County Schools,Northern Granville Middle,76.8,F,31.6,4
410486,Northern Guilford Elementary,Guilford,Greensboro,"3801 NC Highway 150 East, Greensboro, NC 27455",-79.7668868,36.2285224,Guilford County Schools,Northern Guilford Elementary,11.6,B,84.8,1
410489,Northern Guilford High,Guilford,Greensboro,"7101 Spencer Dixon Road, Greensboro, NC 27455",-79.8056999,36.208122,Guilford County Schools,Northern Guilford High,16,B,72.2,2
410488,Northern Guilford Middle,Guilford,Greensboro,"616 Simpson-Calhoun Road, Greensboro, NC 27455",-79.8067887,36.2070294,Guilford County Schools,Northern Guilford Middle,25.4,B,76.1,2
320356,Northern High,Durham,Durham,"117 Tom Wilkinson Road, Durham, NC 27712",-78.9125579,36.0933682,Durham Public Schools,Northern High,58.1,C,33.8,4
730344,Northern Middle,Person,Roxboro,"1935 Carver Dr, Roxboro, NC 27574",-78.9780474,36.4282915,Person County Schools,Northern Middle,71.4,D,47.3,3
640350,Northern Nash High,Nash,Rocky Mount,"4230 Green Hills Road, Rocky Mount, NC 27804",-77.892535,35.998602,Nash-Rocky Mount Schools,Northern Nash High,48.5,C,36.5,4
910370,Northern Vance High,Vance,Henderson,"293 Warrenton Road, Henderson, NC 27537",-78.3742753,36.3506061,Vance County Schools,Vance County High School,57.7,D,23.6,4
600481,Northridge Middle,Mecklenburg,Charlotte,"7601 The Plaza, Charlotte, NC 28215",-80.730476,35.2605514,Charlotte-Mecklenburg Schools,Northridge Middle,37.7,C,50.2,3
681300,"Northside Elementary, Chapel Hill",Orange,Chapel Hill,"350 Caldwell St, Chapel Hill, NC 27516",-79.0632149,35.9175093,Chapel Hill-Carrboro Schools,Northside Elementary,46.3,C,57.1,3
