code,name,county,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
510374,Princeton Elementary,Johnston,Princeton,"650 Holt's Pond Rd, Princeton, NC 27569",-78.176366,35.464793,Johnston County Schools,51.9,C,52.7,3
510368,North Johnston High,Johnston,Kenly,"5915 US Hwy 301 N, Kenly, NC 27542",-78.1839837,35.5730057,Johnston County Schools,49.9,C,38.1,4
930340,Northside K-8,Warren,Norlina,"164 Elementary Ave, Norlina, NC 27563",-78.1845782,36.4565504,Warren County Schools,53.2,D,44.2,3
10B000,South Brunswick Charter,Brunswick,Bolivia,"2260 Achievement Ave SE, Bolivia, NC 28422",-78.1988448,33.9733824,Charter Schools,16.5,B,75.2,2
930344,South Warren Elementary,Warren,Warrenton,"216 Shocco Springs Rd, Warrenton, NC 27589",-78.1993562,36.3198011,Warren County Schools,65.6,C,52.7,3
510343,Micro Elementary,Johnston,Micro,"301 E Main St, Micro, NC 27555",-78.2012374,35.5588812,Johnston County Schools,69,D,36,4
510344,North Johnston Middle,Johnston,Micro,"435 Oil Company Road, Micro, NC 27555",-78.2090722,35.5637019,Johnston County Schools,61.1,F,31.8,4
640336,Middlesex Elementary,Nash,Middlesex,"13081 West Hanes Avenue, Middlesex, NC 27557",-78.212991,35.787049,Nash-Rocky Mount Schools,39.7,D,35.6,4
100307,Brunswick County Early College,Brunswick,Bolivia,"50 College Road NE, Bolivia, NC 28422",-78.2290128,34.038474,Brunswick County Schools,46.8,A,>95,1
100342,Virginia Williamson Elem,Brunswick,Bolivia,"1020 Zion Hill Road, Bolivia, NC 28422",-78.2368264,33.9941,Brunswick County Schools,75.5,C,57.8,3
820340,Hargrove Elementary,Sampson,Faison,"7725 Faison Hwy, Faison, NC 28341",-78.237854,35.091831,Sampson County Schools,74.1,B,72.7,2
820388,Union High,Sampson,Rose Hill,"1189 Kader Merritt Road, Rose Hill, NC 28458",-78.242059,34.808835,Sampson County Schools,70.1,C,52.9,3
820384,Union Elementary,Sampson,Clinton,"10400 Taylors Bridge Hwy, Clinton, NC 28328",-78.243117,34.8258401,Sampson County Schools,77.9,B,73.9,2
510372,Pine Level Elementary,Johnston,Pine Level,"304 West Blanche Street, PO Box 69, Pine Level, NC 27568",-78.2478482,35.5124922,Johnston County Schools,56.9,C,47.7,3
350308,Bunn High,Franklin,Bunn,"29 Bunn Elem School Road, Bunn, NC 27508",-78.2499969,35.9539381,Franklin County Schools,53.1,B,56,3
240308,Acme Delco Elementary,Columbus,Riegelwood,"16337 Old Lake Road, Riegelwood, NC 28456",-78.2544189,34.3475806,Columbus County Schools,82.1,D,48,3
820370,Union Middle,Sampson,Clinton,"455 River Road, Clinton, NC 28328",-78.255341,34.867568,Sampson County Schools,73.8,C,53.4,3
100338,Supply Elementary,Brunswick,Supply,"51 Benton Road SE, Supply, NC 28462",-78.258371,34.0251019,Brunswick County Schools,84.7,D,44.8,3
350304,Bunn Elementary,Franklin,Bunn,"686 Bunn Elem School Road, Bunn, NC 27508",-78.2637315,35.9413066,Franklin County Schools,71,C,62.2,2
350310,Bunn Middle,Franklin,Bunn,"4742 NC 39 Hwy S, Bunn, NC 27508",-78.2638106,35.9748707,Franklin County Schools,62.9,C,56.4,3
100309,Cedar Grove Middle,Brunswick,Supply,"750 Grove Trail SW, Supply, NC 28462",-78.270573,33.9666753,Brunswick County Schools,75.5,C,50.9,3
510390,Selma Middle School,Johnston,Selma,"1533 Hwy 301 N, Selma, NC 27576",-78.2748438,35.5503635,Johnston County Schools,68.9,F,23.6,4
350338,Terrell Lane Middle,Franklin,Louisburg,"101 Terrell Lane, Louisburg, NC 27549",-78.2768152,36.1027612,Franklin County Schools,71.9,C,52,3
820385,Union Intermediate,Sampson,Clinton,"1190 Edmond Matthis Road, Clinton, NC 28328",-78.280863,34.85579,Sampson County Schools,80.4,C,58,3
510388,Selma Elementary,Johnston,Selma,"311 W Richardson St, Selma, NC 27576",-78.2823172,35.5409764,Johnston County Schools,67.2,D,37.9,4
35A000,Crosscreek Charter School,Franklin,Louisburg,"306 Sandalwood Avenue, Louisburg, NC 27549",-78.2929867,36.0947206,Charter Schools,25.9,C,56.9,3
510332,Corinth-Holders Elementary,Johnston,Zebulon,"3976 NC 231, Zebulon, NC 27597",-78.297015,35.7331302,Johnston County Schools,59.1,D,44.3,3
350336,Louisburg High,Franklin,Louisburg,"201 Allen Lane, Louisburg, NC 27549",-78.299592,36.110143,Franklin County Schools,56.5,C,47.5,3
350332,Louisburg Elementary,Franklin,Louisburg,"50 Stone Southerland Road, Louisburg, NC 27549",-78.3012804,36.07836,Franklin County Schools,85.2,C,46.9,3
92G000,East Wake Academy,Wake,Zebulon,"821 Charter School Way, Zebulon, NC 27597",-78.3066305,35.8320606,Charter Schools,7.4,B,74.8,2
920636,Zebulon Middle,Wake,Zebulon,"1000 Shepard School Rd, Zebulon, NC 27597",-78.3129613,35.8320917,Wake County Schools,59.8,C,54.5,3
821304,Butler Avenue Elementary,Sampson,Clinton,"301 Butler Ave, Clinton, NC 28328",-78.317783,34.988611,Clinton City Schools,73.7,C,61.1,2
920632,Zebulon Elementary,Wake,Zebulon,"700 Proctor St, Zebulon, NC 27597",-78.3198379,35.8394223,Wake County Schools,65.4,D,38.2,4
51A000,Neuse Charter School,Johnston,Smithfield,"909 Booker Dairy Rd, Smithfield, NC 27577",-78.3212911,35.5338705,Charter Schools,19.7,C,68.4,2
910308,Carver Elementary,Vance,Henderson,"987 Carver Sch Rd, Henderson, NC 27537",-78.3233215,36.3684421,Vance County Schools,67.6,C,51.6,3
510399,Smithfield-Selma High,Johnston,Smithfield,"700 Booker Dairy Rd, Smithfield, NC 27577",-78.3240341,35.5297932,Johnston County Schools,68,C,38.8,4
350317,Franklin County Early College,Franklin,Louisburg,"8150 NC Highway 56, Louisburg, NC 27549",-78.328567,36.0868429,Franklin County Schools,43.6,A,82,1
820348,Hobbton High,Sampson,Newton Grove,"12201 Hobbton Hwy, Newton Grove, NC 28366",-78.3289252,35.1776337,Sampson County Schools,58.7,B,61.8,2
820347,Hobbton Middle,Sampson,Newton Grove,"12081 Hobbton Hwy, Newton Grove, NC 28366",-78.3291556,35.1762775,Sampson County Schools,61.8,C,63.5,2
820346,Hobbton Elementary,Sampson,Newton Grove,"12361 Hobbton Hwy, Newton Grove, NC 28366",-78.3294219,35.181091,Sampson County Schools,63.2,C,65.9,2
910346,E O Young Jr Elementary,Vance,Henderson,"6655 Broad Street, Henderson, NC 27537",-78.3296196,36.396691,Vance County Schools,65.3,D,37.6,4
821308,Clinton High,Sampson,Clinton,"340 Indian Town Road, Clinton, NC 28328",-78.330267,34.9718613,Clinton City Schools,54.2,C,49.5,3
821330,Sunset Avenue Elementary,Sampson,Clinton,"505 Sunset Ave, Clinton, NC 28328",-78.3307815,34.9981644,Clinton City Schools,70,C,60.7,2
510367,Johnston Co Early College Academy,Johnston,Smithfield,"245 College Rd, Smithfield, NC 27577",-78.3309705,35.5019508,Johnston County Schools,37.3,A,90.1,1
510325,Johnston County Schools Career Technical,Johnston,Smithfield,"245 College Road, Smithfield, NC 27577",-78.3309705,35.5019508,Johnston County Schools,35.6,A,89.5,1
821320,Sampson Middle,Sampson,Clinton,"1201 W Elizabeth St, Clinton, NC 28328",-78.333236,34.9736112,Clinton City Schools,65.6,D,49.7,3
510397,Smithfield Middle,Johnston,Smithfield,"1455 Buffalo Rd, Smithfield, NC 27577",-78.3350609,35.5288456,Johnston County Schools,81.3,D,41,3
920597,Wakelon Elementary,Wake,Zebulon,"8921 Pippin Rd, Zebulon, NC 27597",-78.3364837,35.8544914,Wake County Schools,72.3,D,50.2,3
510333,Corinth Holders High,Johnston,Wendell,"6875 Applewhite Rd, Wendell, NC 27591",-78.33781,35.724761,Johnston County Schools,23,B,62.7,2
510382,The Innovation Academy at South Campus,Johnston,Smithfield,"521 Martin Luther King Dr, Smithfield, NC 27577",-78.3404495,35.5020848,Johnston County Schools,44.9,C,63.3,2
90328,East Arcadia Elementary,Bladen,Riegelwood,"21451 NC Hwy 87 East, Riegelwood, NC 28456",-78.342192,34.4201,Bladen County Schools,81.8,D,37,4
510377,River Dell Elementary,Johnston,Clayton,"12100 Buffalo Road, Clayton, NC 27527",-78.3512646,35.6672328,Johnston County Schools,22.2,B,65.9,2
510404,South Smithfield Elementary,Johnston,Smithfield,"201 W Sanders St, Smithfield, NC 27577",-78.3582032,35.500592,Johnston County Schools,66.1,D,34.8,4
510408,Wilson's Mills Elementary,Johnston,Wilson's Mills,"4654 Wilson's Mills Rd, Wilson's Mills, NC 27593",-78.358707,35.58402,Johnston County Schools,75.6,D,41.9,3
820324,Sampson Early College High,Sampson,Clinton,"1801 Sunset Ave, Clinton, NC 28329",-78.3599458,34.9904375,Sampson County Schools,54.4,A,95,1
910304,Aycock Elementary,Vance,Henderson,"305 Carey Chapel Rd, Henderson, NC 27537",-78.3614166,36.3208051,Vance County Schools,58.4,C,57.7,3
350339,Royal Elementary,Franklin,Louisburg,"308 Flat Rock Church Road, Louisburg, NC 27549",-78.365797,36.022667,Franklin County Schools,73.4,C,49.5,3
510364,Archer Lodge Middle,Johnston,Wendell,"762 Wendell Rd, Wendell, NC 27591",-78.3658676,35.7038238,Johnston County Schools,30.9,C,54.7,3
910311,Clarke Elementary,Vance,Henderson,"309 Mount Carmel Church Road, Henderson, NC 27537",-78.3687998,36.2991703,Vance County Schools,72.7,C,51.6,3
920600,Wendell Elementary,Wake,Wendell,"3355 Wendell Blvd, Wendell, NC 27591",-78.3725453,35.7854223,Wake County Schools,47.2,C,47.6,3
910384,STEM Early High,Vance,Henderson,"925 Garrett Road, Henderson, NC 27537",-78.3735567,36.3043127,Vance County Schools,45.5,A,82.6,1
910370,Vance County High School,Vance,Henderson,"293 Warrenton Road, Henderson, NC 27537",-78.3742753,36.3506061,Vance County Schools,57.7,D,23.6,4
910356,Pinkston Street Elementary,Vance,Henderson,"855 Adams St, Henderson, NC 27536",-78.3866947,36.324727,Vance County Schools,82.5,C,56.5,3
920362,Carver Elementary,Wake,Wendell,"291 Liles-Dean Rd, Wendell, NC 27591",-78.3868784,35.7908556,Wake County Schools,63.8,C,51.6,3
100332,Shallotte Middle,Brunswick,Shallotte,"225 Village Road, Shallotte, NC 28459",-78.3883709,33.9637249,Brunswick County Schools,66.1,C,59.8,3
510373,Powhatan Elementary,Johnston,Clayton,"3145 Vinson Rd, Clayton, NC 27527",-78.392339,35.627398,Johnston County Schools,20.5,C,65.9,2
920601,Wendell Middle,Wake,Wendell,"3409 NC Highway 97, Wendell, NC 27591",-78.3943197,35.8042512,Wake County Schools,60.2,D,44.2,3
91B000,Henderson Collegiate,Vance,Henderson,"1071 Old Epsom Rd, Henderson, NC 27536",-78.3974956,36.3080731,Charter Schools,37,B,79.4,2
910376,L B Yancey Elementary,Vance,Henderson,"311 Hawkins Drive, Henderson, NC 27536",-78.4023796,36.3065981,Vance County Schools,73.1,C,59.1,3
510336,East Clayton Elementary,Johnston,Clayton,"2075 NC Highway 42 East, Clayton, NC 27527",-78.4025636,35.6490253,Johnston County Schools,26.1,C,58.1,3
910316,Vance County Middle School,Vance,Henderson,"500 N Beckford Drive, Henderson, NC 27536",-78.403126,36.3373595,Vance County Schools,71.7,F,31.5,4
510342,Four Oaks Middle,Johnston,Four Oaks,"1475 Boyette Road, Four Oaks, NC 27524",-78.404012,35.448782,Johnston County Schools,60,C,50.8,3
510396,West Smithfield Elementary,Johnston,Smithfield,"2665 Galilee Road, Smithfield, NC 27577",-78.406682,35.501511,Johnston County Schools,70.7,D,27.7,4
100348,West Brunswick High,Brunswick,Shallotte,"550 Whiteville Road NW, Shallotte, NC 28470",-78.4099352,33.9811785,Brunswick County Schools,57.3,C,54.1,3
910380,Zeb Vance Elementary,Vance,Kittrell,"4800 Raleigh Road, Kittrell, NC 27544",-78.4104409,36.2648518,Vance County Schools,57.4,C,50.9,3
910360,E M Rollins Elementary,Vance,Henderson,"1600 S Garnett St, Henderson, NC 27536",-78.4156681,36.3200192,Vance County Schools,76.5,D,35.4,4
510378,Riverwood Elementary,Johnston,Clayton,"108 Athletic Club Blvd, Clayton, NC 27527",-78.421791,35.69193,Johnston County Schools,20.3,B,71,2
510379,Riverwood Middle,Johnston,Clayton,"204 Athletic Club Blvd, Clayton, NC 27527",-78.4226821,35.6935319,Johnston County Schools,27.2,B,62.5,2
920411,East Wake High,Wake,Wendell,"5101 Rolesville Rd, Wendell, NC 27591",-78.4245084,35.814153,Wake County Schools,54.8,C,45.1,3
920474,Lake Myra Elementary,Wake,Wendell,"1300 Elk Falls Rd, Wendell, NC 27591",-78.429716,35.7614329,Wake County Schools,50.2,D,51.1,3
91A000,Vance Charter School,Vance,Henderson,"2090 Ross Mill Road, Henderson, NC 27536",-78.4314738,36.341668,Charter Schools,13.6,B,73.1,2
510340,Four Oaks Elementary,Johnston,Four Oaks,"180 Hatcher St, Four Oaks, NC 27524",-78.4324727,35.4506865,Johnston County Schools,65.1,C,51.1,3
350321,Franklinton High,Franklin,Franklinton,"910 Cedar Creek Road, Franklinton, NC 27525",-78.4355741,36.0708066,Franklin County Schools,42.3,B,54.3,3
910340,New Hope Elementary,Vance,Henderson,"10199 NC 39 Hwy N, Henderson, NC 27537",-78.442096,36.4643118,Vance County Schools,75.1,D,47.3,3
920546,Rolesville High,Wake,Rolesville,"1099 East Young St, Rolesville, NC 27571",-78.4426446,35.906475,Wake County Schools,39.6,C,54,3
350312,Cedar Creek Middle,Franklin,Youngsville,"2228 Cedar Creek Road, Youngsville, NC 27596",-78.4500675,36.0406805,Franklin County Schools,52.9,C,52.8,3
510330,Cooper Academy,Johnston,Clayton,"849 North Mial St, Clayton, NC 27520",-78.451331,35.656123,Johnston County Schools,59.2,D,31,4
510360,Meadow School,Johnston,Benson,"7507 NC Hwy 50 S, Benson, NC 27504",-78.4530808,35.3209697,Johnston County Schools,60.4,C,52.4,3
350324,Franklinton Middle,Franklin,Franklinton,"3 N Main St, Franklinton, NC 27525",-78.4572191,36.1041922,Franklin County Schools,68.3,C,45.4,3
100340,Union Elementary,Brunswick,Shallotte,"180 Union School Road NW, Shallotte, NC 28470",-78.4598662,33.9586678,Brunswick County Schools,59.6,A,85.4,1
920554,Sanford Creek Elementary,Wake,Rolesville,"701 Granite Falls Blvd, Rolesville, NC 27571",-78.4611256,35.927457,Wake County Schools,31,C,64,2
350318,Franklinton Elementary,Franklin,Franklinton,"431 S Hillsborough St., Franklinton, NC 27525",-78.461682,36.0971603,Franklin County Schools,79.3,C,46.8,3
920544,Rolesville Elementary,Wake,Rolesville,"307 S Main St, Rolesville, NC 27571",-78.4628505,35.9183901,Wake County Schools,32,C,61.2,2
510324,Clayton High,Johnston,Clayton,"600 S Fayetteville St, Clayton, NC 27520",-78.4653372,35.649933,Johnston County Schools,26.6,C,57.4,3
510326,West Clayton Elementary,Johnston,Clayton,"1012 S Lombard St, Clayton, NC 27520",-78.4698663,35.6434764,Johnston County Schools,43.2,D,48.4,3
920453,Jones Dairy Elementary,Wake,Wake Forest,"1100 Jones Dairy Road, Wake Forest, NC 27587",-78.471861,35.9498475,Wake County Schools,9.9,B,84.3,1
510411,Swift Creek Middle,Johnston,Clayton,"325 Norris Rd, Clayton, NC 27520",-78.472882,35.5766291,Johnston County Schools,38.6,C,57.2,3
820352,Midway High,Sampson,Newton Grove,"15274 Spiveys Corner Highway, Newton Grove, NC 28366",-78.4750679,35.173743,Sampson County Schools,41.5,B,76.3,2
920466,Knightdale High,Wake,Knightdale,"100 Bryan Chalk Lane, Knightdale, NC 27545",-78.4764343,35.8115079,Wake County Schools,51.3,C,31.3,4
920464,Knightdale Elementary,Wake,Knightdale,"109 Ridge St, Knightdale, NC 27545",-78.4782722,35.7839672,Wake County Schools,70.5,C,45.6,3
920545,Rolesville Middle,Wake,Rolesville,"4700 Burlington Mills Road, Rolesville, NC 27571",-78.4792792,35.913683,Wake County Schools,27.5,C,61.9,2
820350,Midway Elementary,Sampson,Dunn,"15375 Spiveys Corner Highway, Dunn, NC 28334",-78.479435,35.175238,Sampson County Schools,58.3,C,68.1,2
920413,Forestville Road Elementary,Wake,Knightdale,"100 Lawson Ridge Road, Knightdale, NC 27545",-78.4815098,35.8098565,Wake County Schools,60.9,D,40.8,3
910314,Dabney Elementary,Vance,Henderson,"150 Lanning Road, Henderson, NC 27537",-78.4817415,36.3309516,Vance County Schools,65.9,C,48.4,3
350340,Youngsville Elementary,Franklin,Youngsville,"125 US I-A, Youngsville, NC 27596",-78.4833317,36.0224321,Franklin County Schools,45.2,B,67.6,2
92Y000,Envision Science Academy,Wake,Wake Forest,"590 Traditions Grande Blvd, Wake Forest, NC 27587",-78.4844736,35.9840789,Charter Schools,<5,A,81.4,1
920480,Lockhart Elementary,Wake,Knightdale,"1320 N Smithfield Rd, Knightdale, NC 27545",-78.484564,35.8032619,Wake County Schools,63.4,D,45.3,3
510412,Clayton Middle,Johnston,Clayton,"490 Guy Rd, Clayton, NC 27520",-78.4851543,35.6449995,Johnston County Schools,44.8,D,44.3,3
910382,Vance Co Early College,Vance,Henderson,"200 Community College Rd, Henderson, NC 27537",-78.4877589,36.3232811,Vance County Schools,27.8,A,86.9,1
35B000,Youngsville Academy,Franklin,Youngsville,"249 Holden Road, Youngsville, NC 27596",-78.4881235,36.0221863,Charter Schools,<5,C,55,3
92F000,Franklin Academy,Wake,Wake Forest,"648 Flaherty Ave, Wake Forest, NC 27587",-78.4947409,35.9849449,Charter Schools,<5,A,81.3,1
92V000,Wake Forest Charter Academy,Wake,Wake Forest,"1851 Friendship Chapel Rd, Wake Forest, NC 27587",-78.495149,35.9655166,Charter Schools,10.8,B,78,2
310330,Chinquapin Elementary,Duplin,Chinquapin,"3894 NC 50 South, Chinquapin, NC 28521",-78.4955578,35.3564721,Duplin County Schools,60.5,C,60.8,2
510402,South Johnston High,Johnston,Four Oaks,"10381 US Hwy 301 S, Four Oaks, NC 27524",-78.4955689,35.4158295,Johnston County Schools,49.3,C,37.7,4
350331,Long Mill Elementary,Franklin,Youngsville,"1753 Long Mill Rd, Youngsville, NC 27596",-78.4958828,36.0571955,Franklin County Schools,58.8,B,66.4,2
820376,Salemburg Elementary,Sampson,Salemburg,"404 E. College Street, Salemburg, NC 28385",-78.4976584,35.0139957,Sampson County Schools,72.3,C,58.5,3
510327,Cleveland High,Johnston,Clayton,"1892 Polenta Rd, Clayton, NC 27520",-78.4995228,35.5536479,Johnston County Schools,24.6,B,65.1,2
820349,Lakewood High,Sampson,Salemburg,"245 Lakewood School Rd, Salemburg, NC 28385",-78.5007858,34.9909373,Sampson County Schools,61.9,B,63.9,2
240334,East Columbus High,Columbus,Lake Waccamaw,"32 Gator Lane, Lake Waccamaw, NC 28450",-78.5018429,34.3359734,Columbus County Schools,73.5,C,32.8,4
920410,East Wake Middle,Wake,Raleigh,"2700 Old Milburnie Rd, Raleigh, NC 27604",-78.5021162,35.825962,Wake County Schools,71.4,D,37.5,4
920445,Heritage High,Wake,Wake Forest,"1150 Forestville Road, Wake Forest, NC 27587",-78.511002,35.9401439,Wake County Schools,18.8,B,67.7,2
920444,Heritage Middle,Wake,Wake Forest,"3400 Rogers Road, Wake Forest, NC 27587",-78.5116848,35.9491479,Wake County Schools,11.4,A,84.6,1
920454,Heritage Elementary,Wake,Wake Forest,"3500 Rogers Road, Wake Forest, NC 27587",-78.511867,35.9477059,Wake County Schools,17.2,B,78.3,2
920451,Harris Creek Elementary,Wake,Raleigh,"3829 Forestville Road, Raleigh, NC 27616",-78.5120139,35.873041,Wake County Schools,35.3,C,61.9,2
510410,Polenta Elementary,Johnston,Garner,"105 Josephine Road, Garner, NC 27529",-78.5125549,35.5677849,Johnston County Schools,35.3,D,51.5,3
820372,Roseboro-Salemburg Middle,Sampson,Roseboro,"305 West Pleasant Street, Roseboro, NC 28382",-78.5142473,34.9491737,Sampson County Schools,72.7,C,55,3
920584,Wake Forest Elementary,Wake,Wake Forest,"136 W Sycamore Avenue, Wake Forest, NC 27587",-78.514483,35.976455,Wake County Schools,48.4,C,61.6,2
100344,Waccamaw,Brunswick,Ash,"5901 Waccamaw School Road NW, Ash, NC 28420",-78.5152684,34.063384,Brunswick County Schools,73.3,C,56.9,3
920588,Wake Forest High School,Wake,Wake Forest,"420 West Stadium Drive, Wake Forest, NC 27587",-78.5153088,35.98479,Wake County Schools,23.5,B,59.8,3
920543,Richland Creek Elementary,Wake,Wake Forest,"840 Wallridge Drive, Wake Forest, NC 27587",-78.5163003,36.0060449,Wake County Schools,47.8,C,63.6,2
820312,Roseboro Elementary,Sampson,Roseboro,"180 Butler Island Road, Roseboro, NC 28382",-78.5203599,34.9433132,Sampson County Schools,77,C,61.9,2
920446,Hodge Road Elementary,Wake,Knightdale,"2128 Mingo Bluff Boulevard, Knightdale, NC 27545",-78.5221992,35.7763059,Wake County Schools,71.9,D,39.3,4
920332,Beaverdam Elementary,Wake,Raleigh,"3591 Tarheel Club Rd, Raleigh, NC 27604",-78.5281927,35.821173,Wake County Schools,64.1,D,43.8,3
920592,Wake Forest Middle School,Wake,Wake Forest,"1800 S Main St, Wake Forest, NC 27587",-78.5285213,35.9540681,Wake County Schools,39.7,C,58.6,3
90330,East Bladen High,Bladen,Elizabethtown,"5600 NC Hwy 87 East, Elizabethtown, NC 28337",-78.530589,34.580132,Bladen County Schools,70.7,C,44.3,3
920549,River Bend Middle,Wake,Raleigh,"5601 Wallace Martin Way, Raleigh, NC 27616",-78.5314912,35.8619745,Wake County Schools,66.3,D,41.6,3
510310,Benson Middle,Johnston,Benson,"1600 N Wall Street, Benson, NC 27504",-78.532152,35.389153,Johnston County Schools,63.2,D,39.5,4
820354,Midway Middle,Sampson,Dunn,"1115 Roberts Grove Road, Dunn, NC 28334",-78.5322769,35.1669795,Sampson County Schools,45.9,B,72.6,2
920302,River Bend Elementary,Wake,Raleigh,"6710 Perry Creek Road, Raleigh, NC 27616",-78.5363797,35.8649555,Wake County Schools,60.4,C,47.4,3
510406,West Johnston High,Johnston,Benson,"5935 Raleigh Road, Benson, NC 27504",-78.5381849,35.5237203,Johnston County Schools,28.9,C,55.1,3
92S000,Endeavor Charter,Wake,Wake Forest,"4879 One World Way, Wake Forest, NC 27587",-78.5387771,35.9194077,Charter Schools,<5,A,92.1,1
820364,Plain View Elementary,Sampson,Dunn,"4140 Plain View Hwy, Dunn, NC 28334",-78.540294,35.236476,Sampson County Schools,40.5,B,78.4,2
920518,North Wake College and Career Academy,Wake,Wake Forest,"931 Durham Rd, Wake Forest, NC 27587",-78.540946,35.9761499,Wake County Schools,35.3,B,77.1,2
510328,Cleveland Elementary,Johnston,Clayton,"10225 Cleveland Rd, Clayton, NC 27520",-78.542261,35.578121,Johnston County Schools,26.9,B,72.4,2
920417,Forest Pines Drive Elementary,Wake,Raleigh,"11455 Forest Pines Drive, Raleigh, NC 27614",-78.5458694,35.9521548,Wake County Schools,44.2,C,61.9,2
920514,North Forest Pines Elementary,Wake,Raleigh,"11501 Forest Pines Drive, Raleigh, NC 27614",-78.5471954,35.9536789,Wake County Schools,26.7,B,71.3,2
100310,Jessie Mae Monroe Elementary,Brunswick,Ash,"250 Pea Landing Road NW, Ash, NC 28420",-78.5478958,33.9477454,Brunswick County Schools,73.3,C,52.3,3
920547,Rogers Lane Elementary,Wake,Raleigh,"201 North Rogers Lane, Raleigh, NC 27610",-78.5480089,35.777433,Wake County Schools,82.1,D,34.4,4
510329,Cleveland Middle,Johnston,Garner,"2323 Cornwallis Road, Garner, NC 27529",-78.549963,35.575294,Johnston County Schools,21.8,B,65.1,2
920618,Wildwood Forest Elementary,Wake,Raleigh,"8401 Wildwood Forest Drive, Raleigh, NC 27616",-78.551125,35.893523,Wake County Schools,63.5,D,42.5,3
920329,Barwell Road Elementary,Wake,Raleigh,"3925 Barwell Road, Raleigh, NC 27610",-78.5514452,35.731847,Wake County Schools,76.3,F,33.1,4
510308,Benson Elementary,Johnston,Benson,"2040 Hwy 50 N, Benson, NC 27504",-78.5550559,35.400258,Johnston County Schools,67.7,D,37.1,4
920415,Fox Road Elementary,Wake,Raleigh,"7101 Fox Rd, Raleigh, NC 27616",-78.5558904,35.8730807,Wake County Schools,75.6,C,55.3,3
39B000,Oxford Preparatory,Granville,Oxford,"6041 Landis Rd, Oxford, NC 27565",-78.5577229,36.3361813,Charter Schools,9,C,64.2,2
510414,West View Elementary,Johnston,Garner,"11755 Cleveland Road, Garner, NC 27529",-78.56448,35.594593,Johnston County Schools,26.6,C,61.7,2
920593,Wakefield Elementary,Wake,Raleigh,"2400 Wakefield Pines Drive, Raleigh, NC 27614",-78.56791,35.945858,Wake County Schools,42.8,C,56.5,3
920594,Wakefield Middle,Wake,Raleigh,"2300 Wakefield Pines Drive, Raleigh, NC 27614",-78.5687149,35.9459536,Wake County Schools,18.5,B,72,2
920595,Wakefield High,Wake,Raleigh,"2200 Wakefield Pines Drive, Raleigh, NC 27614",-78.5707299,35.9479635,Wake County Schools,26.3,C,55.6,3
390362,Tar River Elementary,Granville,Franklinton,"2642 Philo White Rd, Franklinton, NC 27525",-78.572294,36.153211,Granville County Schools,44.4,C,63.9,2
09B000,Emereau Bladen,Bladen,Elizabethtown,"995 Airport Rd, Elizabethtown, NC 28337",-78.5733569,34.5989151,Charter Schools,40,C,55.4,3
920616,Wilburn Elementary,Wake,Raleigh,"3707 Marsh Creek Rd, Raleigh, NC 27604",-78.5755631,35.8194657,Wake County Schools,74.9,D,50.5,3
920408,East Millbrook Middle,Wake,Raleigh,"3801 Spring Forest Rd, Raleigh, NC 27616",-78.5762465,35.8561484,Wake County Schools,68.9,D,43.4,3
390360,Stovall-Shaw Elementary,Granville,Stovall,"7696 Hwy 15 N, Stovall, NC 27582",-78.5763221,36.4386131,Granville County Schools,65,D,47.1,3
510358,McGee's Crossroads Elem,Johnston,Angier,"10330 NC Hwy 50 North, Angier, NC 27501",-78.577203,35.513214,Johnston County Schools,44.4,C,53.8,3
510359,McGee's Crossroads Middle,Johnston,Benson,"13353 NC Highway 210, Benson, NC 27504",-78.577559,35.5163362,Johnston County Schools,37.3,C,56.1,3
920303,Abbotts Creek Elementary,Wake,Raleigh,"9900 Durant Road, Raleigh, NC 27614",-78.578003,35.902786,Wake County Schools,24.1,B,73.6,2
240354,Hallsboro-Artesia Elementary,Columbus,Hallsboro,"1337 Giles Byrd Road, Hallsboro, NC 28442",-78.579522,34.312593,Columbus County Schools,79.8,C,58,3
920436,Garner High,Wake,Garner,"8228 Hebron Church Road, Garner, NC 27529",-78.5796774,35.6550224,Wake County Schools,40.5,C,47.9,3
920398,Durant Road Elementary,Wake,Raleigh,"9901 Durant Rd, Raleigh, NC 27614",-78.5804449,35.8996083,Wake County Schools,45.2,C,55,3
260312,Beaver Dam Elementary,Cumberland,Roseboro,"12059 Hwy 210 S, Roseboro, NC 28382",-78.5807717,34.8944101,Cumberland County Schools,56,A,86.9,1
390368,Wilton Elementary,Granville,Franklinton,"2555 Hwy 96, Franklinton, NC 27525",-78.5810452,36.1454281,Granville County Schools,44.7,B,74.2,2
92M000,PreEminent Charter,Wake,Raleigh,"3815 Rock Quarry Road, Raleigh, NC 27610",-78.5823197,35.7467628,Charter Schools,74.7,C,50,3
920583,Wake Early College of Health and Science,Wake,Raleigh,"2901 Holston Lane, Raleigh, NC 27610",-78.5847335,35.7848989,Wake County Schools,28.3,A,>95,1
920404,East Garner Middle,Wake,Garner,"6301 Jones Sausage Rd, Garner, NC 27529",-78.5856291,35.7017795,Wake County Schools,60.3,C,49.7,3
920352,Bugg Elementary,Wake,Raleigh,"825 Cooper Rd, Raleigh, NC 27610",-78.586134,35.7658999,Wake County Schools,81.2,F,21.6,4
